JWMNP,HINCP,AGEP,HUPAOC,NATIVITY,SEX,SCHL,PUMA,ST,
0,9000,49,4,1,2,19,03810,36,
30,75000,32,4,1,2,21,03810,36,
10,634020,43,2,1,1,18,03810,36,
0,634020,11,2,1,2,8,03810,36,
7,468500,71,4,1,1,24,03810,36,
0,468500,71,4,2,2,24,03810,36,
0,500000,30,4,1,1,21,03810,36,
20,500000,27,4,1,2,21,03810,36,
0,183200,73,4,1,1,21,03810,36,
2,183200,63,4,1,2,21,03810,36,
0,200000,31,4,1,1,21,03810,36,
0,200000,35,4,1,2,22,03810,36,
0,40000,29,4,1,1,22,03810,36,
0,54000,83,4,1,1,22,03810,36,
0,0,19,4,1,2,19,03810,36,
45,143860,37,1,1,2,20,03810,36,
10,143860,34,1,1,1,20,03810,36,
0,143860,1,1,1,2,0,03810,36,
0,360000,35,4,1,1,22,03810,36,
0,360000,32,4,1,1,21,03810,36,
0,360000,32,4,2,2,21,03810,36,
0,130000,46,4,1,2,22,03810,36,
45,130000,37,4,2,2,16,03810,36,
20,300000,65,4,1,1,22,03810,36,
20,300000,49,4,2,1,16,03810,36,
0,75300,44,4,1,2,17,03810,36,
20,75300,41,4,2,1,16,03810,36,
0,67000,50,4,1,1,21,03810,36,
0,99300,72,4,2,2,21,03810,36,
30,99300,51,4,2,1,16,03810,36,
0,83600,48,4,1,1,18,03810,36,
0,83600,69,4,1,1,16,03810,36,
10,775200,46,4,1,1,22,03810,36,
20,775200,38,4,1,2,18,03810,36,
0,199000,24,4,1,2,21,03810,36,
0,199000,24,4,1,2,19,03810,36,
0,199000,24,4,1,2,21,03810,36,
0,150000,25,4,1,2,21,03810,36,
10,400000,59,4,2,2,22,03810,36,
0,286250,54,2,2,2,21,03810,36,
0,286250,55,2,2,1,21,03810,36,
15,286250,17,2,1,1,14,03810,36,
30,270500,25,4,1,2,21,03810,36,
25,300000,32,4,2,1,21,03810,36,
0,300000,32,4,2,2,21,03810,36,
0,125000,24,4,1,2,22,03810,36,
30,125000,24,4,1,2,22,03810,36,
0,125000,24,4,1,2,21,03810,36,
0,212000,29,4,1,2,21,03810,36,
30,212000,35,4,2,1,21,03810,36,
0,0,86,4,1,2,1,03810,36,
0,0,91,4,1,1,5,03810,36,
12,120000,32,4,2,1,22,03810,36,
0,120000,30,4,1,2,21,03810,36,
20,173000,29,4,1,1,21,03810,36,
20,173000,29,4,1,1,21,03810,36,
0,17800,83,4,1,1,23,03810,36,
0,220000,27,4,1,2,21,03810,36,
20,220000,31,4,1,1,21,03810,36,
0,250000,83,4,2,2,22,03810,36,
30,307700,28,4,1,1,21,03810,36,
5,54000,57,4,1,2,16,03810,36,
0,80000,36,4,1,1,21,03810,36,
0,206000,38,4,2,1,22,03810,36,
0,206000,28,4,1,2,21,03810,36,
0,150000,31,4,1,2,22,03810,36,
30,200000,26,4,1,2,21,03810,36,
0,729000,33,4,1,1,22,03810,36,
0,729000,29,4,1,2,21,03810,36,
0,822300,35,1,1,2,21,03810,36,
0,822300,35,1,1,1,21,03810,36,
0,822300,2,1,1,1,0,03810,36,
0,822300,1,1,1,2,0,03810,36,
25,400000,36,1,1,1,21,03810,36,
25,400000,37,1,1,2,21,03810,36,
0,400000,2,1,1,2,0,03810,36,
20,121880,44,1,2,1,22,03810,36,
55,121880,38,1,2,2,21,03810,36,
0,121880,0,1,1,1,0,03810,36,
0,124000,27,4,1,1,21,03810,36,
0,124000,26,4,1,2,22,03810,36,
25,202000,38,4,1,2,21,03810,36,
7,202000,32,4,2,1,19,03810,36,
0,225000,42,2,2,2,21,03810,36,
30,225000,42,2,1,1,20,03810,36,
0,225000,11,2,1,1,8,03810,36,
0,225000,8,2,1,1,6,03810,36,
35,316000,54,4,1,1,21,03810,36,
10,316000,54,4,1,1,16,03810,36,
0,130000,33,1,2,2,21,03810,36,
0,130000,53,1,1,1,21,03810,36,
0,130000,2,1,1,2,0,03810,36,
0,60000,48,2,2,1,22,03810,36,
0,60000,52,2,1,2,21,03810,36,
0,60000,8,2,1,1,5,03810,36,
0,60000,8,2,1,2,5,03810,36,
25,80000,27,4,2,1,22,03810,36,
20,824000,51,2,1,1,21,03810,36,
0,824000,53,2,1,2,23,03810,36,
0,824000,20,2,1,2,19,03810,36,
0,824000,15,2,1,1,12,03810,36,
0,0,38,4,1,2,1,03810,36,
15,294900,45,4,1,1,21,03810,36,
10,294900,40,4,1,2,21,03810,36,
30,94000,62,4,1,2,18,03810,36,
15,671000,52,4,2,1,22,03810,36,
0,671000,54,4,1,2,22,03810,36,
5,40000,29,4,1,1,23,03810,36,
45,100000,63,4,2,2,20,03810,36,
0,100000,66,4,2,1,19,03810,36,
30,94800,38,2,1,2,18,03810,36,
0,94800,6,2,1,1,4,03810,36,
0,94800,6,2,1,1,3,03810,36,
0,176000,51,2,2,1,22,03810,36,
0,176000,45,2,2,2,24,03810,36,
0,176000,16,2,1,2,13,03810,36,
0,176000,14,2,1,2,11,03810,36,
0,176000,9,2,1,2,6,03810,36,
30,238000,34,4,1,2,21,03810,36,
0,220400,69,4,1,2,24,03810,36,
0,220400,66,4,1,1,22,03810,36,
0,186700,68,4,1,1,24,03810,36,
0,186700,70,4,1,2,22,03810,36,
0,99100,91,4,1,1,22,03810,36,
0,99100,85,4,1,2,22,03810,36,
0,22200,69,4,1,1,21,03810,36,
0,22200,72,4,1,2,21,03810,36,
75,100000,49,4,2,2,23,03810,36,
0,120000,31,4,1,2,21,03810,36,
0,120000,33,4,1,2,23,03810,36,
0,120000,19,4,2,2,16,03810,36,
17,170000,41,4,2,1,20,03810,36,
75,180000,47,4,2,2,22,03810,36,
0,9780,84,4,2,2,12,03810,36,
0,414000,58,4,1,1,21,03810,36,
0,414000,54,4,1,2,23,03810,36,
0,486000,39,3,2,2,24,03810,36,
0,486000,41,3,2,1,24,03810,36,
0,486000,8,3,1,1,4,03810,36,
0,486000,4,3,1,2,1,03810,36,
0,24000,75,4,1,2,20,03810,36,
0,56750,75,4,1,2,20,03810,36,
0,265000,65,4,2,1,19,03810,36,
10,265000,52,4,1,2,19,03810,36,
15,265000,24,4,1,2,21,03810,36,
0,100000,31,4,1,2,21,03810,36,
20,460400,51,4,2,1,21,03810,36,
0,460400,52,4,1,1,23,03810,36,
0,117000,33,4,2,2,22,03810,36,
45,230000,48,2,1,1,22,03810,36,
15,230000,48,2,1,2,22,03810,36,
0,230000,15,2,1,2,12,03810,36,
0,230000,13,2,1,2,10,03810,36,
15,90000,32,4,1,2,21,03810,36,
0,180000,35,4,1,2,21,03810,36,
0,-60000,21,0,1,2,19,03810,36,
0,-60000,66,0,2,1,19,03810,36,
5,-60000,18,0,1,2,16,03810,36,
0,-60000,21,0,1,1,19,03810,36,
15,-60000,19,0,1,1,16,03810,36,
3,-60000,18,0,1,2,16,03810,36,
0,-60000,75,0,1,1,22,03810,36,
5,-60000,19,0,1,1,16,03810,36,
0,-60000,32,0,2,1,21,03810,36,
0,-60000,18,0,1,1,16,03810,36,
3,-60000,18,0,1,2,16,03810,36,
0,-60000,18,0,1,2,16,03810,36,
0,-60000,20,0,1,1,19,03810,36,
0,-60000,23,0,1,2,21,03810,36,
0,-60000,18,0,1,1,16,03810,36,
0,-60000,19,0,1,1,18,03810,36,
0,-60000,18,0,1,1,16,03810,36,
0,-60000,20,0,1,2,19,03810,36,
4,-60000,18,0,1,1,16,03810,36,
30,-60000,32,0,1,2,14,03810,36,
0,-60000,20,0,1,2,19,03810,36,
0,-60000,20,0,1,2,16,03810,36,
4,-60000,21,0,1,1,16,03810,36,
15,-60000,26,0,1,1,21,03810,36,
4,-60000,34,0,1,1,21,03810,36,
5,-60000,20,0,1,1,19,03810,36,
2,-60000,17,0,1,2,18,03810,36,
0,-60000,25,0,1,1,21,03810,36,
2,-60000,18,0,1,2,16,03810,36,
5,-60000,18,0,1,2,16,03810,36,
0,-60000,75,0,1,1,20,03810,36,
0,-60000,64,0,1,1,22,03810,36,
0,-60000,18,0,1,2,16,03810,36,
5,-60000,18,0,1,2,16,03810,36,
40,-60000,38,0,2,2,20,03810,36,
0,-60000,18,0,1,2,16,03810,36,
0,-60000,19,0,1,1,19,03810,36,
0,-60000,18,0,1,2,16,03810,36,
0,-60000,21,0,1,2,19,03810,36,
0,-60000,18,0,1,2,16,03810,36,
0,-60000,22,0,1,2,21,03810,36,
0,-60000,21,0,2,1,19,03810,36,
0,-60000,69,0,1,1,19,03810,36,
0,-60000,18,0,2,2,16,03810,36,
4,-60000,18,0,1,2,18,03810,36,
0,-60000,21,0,1,1,19,03810,36,
5,-60000,18,0,1,1,16,03810,36,
0,-60000,20,0,1,1,16,03810,36,
0,-60000,3,0,1,1,1,03810,36,
0,-60000,19,0,1,1,16,03810,36,
0,-60000,19,0,1,1,16,03810,36,
0,-60000,29,0,1,1,16,03810,36,
0,-60000,19,0,1,1,16,03810,36,
4,-60000,18,0,1,2,16,03810,36,
0,-60000,19,0,1,2,16,03810,36,
0,-60000,20,0,1,2,19,03810,36,
0,-60000,18,0,1,2,16,03810,36,
0,-60000,19,0,1,1,16,03810,36,
0,-60000,18,0,1,2,16,03810,36,
0,-60000,20,0,1,2,19,03810,36,
0,-60000,18,0,1,2,16,03810,36,
0,-60000,21,0,1,2,19,03810,36,
0,-60000,20,0,1,2,19,03810,36,
0,-60000,18,0,1,2,16,03810,36,
0,-60000,17,0,1,1,18,03810,36,
4,-60000,21,0,2,1,19,03810,36,
4,-60000,19,0,1,2,19,03810,36,
0,-60000,17,0,1,2,16,03810,36,
0,-60000,95,0,1,2,16,03810,36,
0,-60000,20,0,1,2,19,03810,36,
4,-60000,19,0,1,1,16,03810,36,
0,-60000,21,0,1,2,19,03810,36,
0,-60000,19,0,1,1,19,03810,36,
5,-60000,25,0,1,1,21,03810,36,
0,-60000,20,0,1,1,19,03810,36,
0,-60000,18,0,1,2,16,03810,36,
0,-60000,20,0,1,2,19,03810,36,
0,-60000,21,0,1,2,19,03810,36,
0,-60000,29,0,1,2,22,03810,36,
0,-60000,19,0,1,2,16,03810,36,
0,-60000,20,0,1,2,19,03810,36,
0,-60000,61,0,1,1,19,03810,36,
0,-60000,26,0,2,2,21,03810,36,
5,-60000,18,0,1,1,16,03810,36,
4,-60000,27,0,1,2,21,03810,36,
0,-60000,23,0,1,2,21,03810,36,
0,-60000,29,0,1,2,16,03810,36,
0,-60000,25,0,1,1,21,03810,36,
0,-60000,19,0,1,2,16,03810,36,
0,-60000,27,0,1,2,21,03810,36,
0,-60000,22,0,1,1,21,03810,36,
0,-60000,20,0,1,2,19,03810,36,
0,-60000,22,0,1,2,19,03810,36,
3,-60000,27,0,1,2,21,03810,36,
4,-60000,19,0,1,2,16,03810,36,
3,-60000,19,0,2,2,16,03810,36,
0,-60000,18,0,1,1,16,03810,36,
0,-60000,35,0,2,2,21,03810,36,
0,-60000,18,0,2,2,16,03810,36,
0,-60000,69,0,1,1,19,03810,36,
0,-60000,18,0,1,2,16,03810,36,
5,-60000,18,0,1,2,16,03810,36,
3,-60000,18,0,1,2,16,03810,36,
0,-60000,20,0,1,1,19,03810,36,
2,-60000,17,0,1,2,19,03810,36,
0,-60000,31,0,1,2,21,03810,36,
0,-60000,23,0,2,2,21,03810,36,
0,-60000,22,0,1,2,21,03810,36,
0,-60000,70,0,1,1,16,03810,36,
0,-60000,21,0,1,2,19,03810,36,
0,-60000,18,0,1,1,16,03810,36,
0,-60000,21,0,1,2,19,03810,36,
15,-60000,27,0,1,1,21,03810,36,
0,-60000,18,0,1,1,16,03810,36,
0,-60000,23,0,1,1,21,03810,36,
0,-60000,18,0,2,1,16,03810,36,
0,-60000,24,0,1,1,21,03810,36,
2,-60000,19,0,2,2,18,03810,36,
0,-60000,76,0,2,1,21,03810,36,
2,-60000,18,0,1,2,16,03810,36,
40,-60000,38,0,2,2,20,03810,36,
4,-60000,18,0,1,1,16,03810,36,
0,-60000,20,0,1,1,19,03810,36,
0,-60000,34,0,2,1,16,03810,36,
0,-60000,20,0,1,1,16,03810,36,
0,-60000,65,0,1,2,16,03810,36,
0,-60000,18,0,1,2,16,03810,36,
0,-60000,21,0,1,1,19,03810,36,
12,67500,31,4,1,1,21,03810,36,
0,67500,58,4,1,1,21,03810,36,
0,205000,29,4,1,2,21,03810,36,
20,205000,30,4,1,1,21,03810,36,
0,634000,34,4,2,1,21,03810,36,
0,179000,86,4,2,1,24,03810,36,
30,180250,45,3,1,2,22,03810,36,
15,180250,44,3,2,1,21,03810,36,
0,180250,6,3,1,2,3,03810,36,
0,180250,4,3,1,2,2,03810,36,
0,180250,2,3,1,1,0,03810,36,
10,285000,27,4,1,1,22,03810,36,
30,285000,26,4,1,2,21,03810,36,
0,255080,25,4,1,1,21,03810,36,
25,199500,30,4,1,2,21,03810,36,
0,36500,61,4,1,1,21,03810,36,
0,23100,77,4,2,2,21,03810,36,
40,105800,39,4,1,1,21,03810,36,
15,160000,24,4,1,2,21,03810,36,
0,160000,24,4,1,2,22,03810,36,
30,100000,25,4,1,2,21,03810,36,
5,535000,40,4,2,1,24,03810,36,
30,535000,37,4,1,2,23,03810,36,
20,91600,38,4,1,2,22,03810,36,
20,91600,28,4,1,2,21,03810,36,
22,30000,22,4,2,2,21,03810,36,
0,90000,81,4,1,2,19,03810,36,
0,25600,60,4,1,2,22,03810,36,
15,189700,73,4,1,2,23,03810,36,
0,643000,42,4,1,1,21,03810,36,
0,125000,34,4,2,1,24,03810,36,
0,145000,32,4,1,2,22,03810,36,
0,31130,71,4,1,1,21,03810,36,
25,694050,27,4,2,1,21,03810,36,
10,694050,27,4,2,2,21,03810,36,
40,74500,27,4,1,1,21,03810,36,
0,74500,24,4,1,2,20,03810,36,
0,155500,32,4,1,2,21,03810,36,
0,155500,29,4,1,1,21,03810,36,
0,40000,21,4,1,1,20,03810,36,
25,40000,21,4,1,1,19,03810,36,
0,44200,63,4,1,2,21,03810,36,
0,51000,65,4,1,2,19,03810,36,
0,191500,35,1,1,1,21,03810,36,
0,191500,37,1,2,2,23,03810,36,
0,191500,2,1,1,2,0,03810,36,
0,200000,56,2,1,2,22,03810,36,
0,200000,12,2,1,1,9,03810,36,
0,200000,7,2,1,2,4,03810,36,
10,89530,70,4,1,1,22,03810,36,
15,324000,36,1,1,1,23,03810,36,
45,324000,34,1,1,2,21,03810,36,
0,324000,1,1,1,1,0,03810,36,
0,10000,30,4,1,2,21,03810,36,
0,312000,26,4,1,1,21,03810,36,
0,312000,27,4,1,2,21,03810,36,
0,312000,26,4,1,1,21,03810,36,
0,200000,28,4,2,2,21,03810,36,
0,286700,69,4,1,2,23,03810,36,
10,286700,68,4,1,1,23,03810,36,
0,92700,76,4,1,1,22,03810,36,
0,92700,76,4,1,2,21,03810,36,
5,290100,29,4,1,1,21,03810,36,
0,290100,28,4,1,1,21,03810,36,
0,1268000,36,1,1,2,21,03810,36,
20,1268000,38,1,1,1,21,03810,36,
0,1268000,2,1,1,1,0,03810,36,
0,1268000,0,1,1,2,0,03810,36,
20,250000,40,4,1,2,21,03810,36,
0,724500,42,4,2,1,21,03810,36,
0,724500,45,4,2,2,22,03810,36,
0,3500,22,4,1,1,21,03810,36,
0,551000,49,4,1,1,22,03810,36,
0,551000,44,4,1,2,23,03810,36,
10,215000,28,4,1,2,21,03810,36,
0,215000,27,4,1,2,21,03810,36,
0,10000,58,4,1,1,21,03810,36,
0,39300,48,4,1,1,21,03810,36,
20,884000,45,1,1,1,22,03810,36,
30,884000,47,1,2,2,22,03810,36,
0,884000,3,1,1,2,1,03810,36,
30,363400,57,2,2,1,22,03810,36,
0,363400,55,2,2,2,21,03810,36,
0,363400,15,2,1,2,11,03810,36,
10,468500,73,4,1,1,22,03810,36,
0,468500,73,4,1,2,23,03810,36,
0,140900,78,4,1,1,21,03810,36,
0,0,28,4,1,1,21,03810,36,
0,170000,39,4,1,2,23,03810,36,
45,109000,59,4,1,2,23,03810,36,
5,109000,31,4,1,1,20,03810,36,
10,109000,27,4,1,1,21,03810,36,
0,109000,26,4,1,1,21,03810,36,
30,300000,49,4,1,1,23,03810,36,
10,150000,31,4,2,1,22,03810,36,
0,13900,95,4,2,2,12,03810,36,
30,100000,63,4,1,2,21,03810,36,
0,377000,75,4,1,2,18,03810,36,
0,14400,78,4,1,1,21,03810,36,
30,500000,28,4,1,1,21,03810,36,
0,500000,27,4,1,2,21,03810,36,
0,460000,58,1,1,1,21,03810,36,
30,460000,33,1,2,2,22,03810,36,
0,460000,0,1,1,1,0,03810,36,
0,784000,28,4,1,2,21,03810,36,
0,784000,33,4,1,1,21,03810,36,
40,150000,38,3,2,2,21,03810,36,
0,150000,8,3,1,1,6,03810,36,
0,150000,5,3,1,2,3,03810,36,
0,150000,3,3,1,1,1,03810,36,
0,48600,25,4,1,2,21,03810,36,
0,100200,76,4,1,2,21,03810,36,
138,100200,77,4,1,1,23,03810,36,
45,380000,54,4,2,1,24,03810,36,
30,62000,44,4,1,2,22,03810,36,
30,295000,27,4,1,1,21,03810,36,
0,295000,25,4,1,2,21,03810,36,
25,634090,29,4,1,1,22,03810,36,
0,634090,33,4,1,2,21,03810,36,
0,47800,54,4,1,1,23,03810,36,
0,634000,32,4,1,2,21,03810,36,
30,1268000,50,4,1,2,23,03810,36,
0,1268000,61,4,1,1,23,03810,36,
30,218200,66,4,1,2,21,03810,36,
0,218200,67,4,1,1,19,03810,36,
0,123400,64,4,1,2,21,03810,36,
0,115000,50,2,1,1,21,03810,36,
0,115000,50,2,2,2,21,03810,36,
0,115000,16,2,1,2,13,03810,36,
0,115000,12,2,1,1,9,03810,36,
30,133000,32,4,1,1,21,03810,36,
0,38300,71,4,2,2,22,03810,36,
25,555000,33,1,2,2,23,03810,36,
25,555000,36,1,2,1,24,03810,36,
0,555000,3,1,1,2,2,03810,36,
0,100900,27,4,1,2,22,03810,36,
0,197000,69,4,1,1,22,03810,36,
25,119000,34,4,2,2,22,03810,36,
15,170000,26,4,1,2,21,03810,36,
0,170000,27,4,1,1,21,03810,36,
0,694000,35,4,1,1,21,03810,36,
20,230000,28,4,1,2,22,03810,36,
20,230000,30,4,1,1,21,03810,36,
15,178600,53,2,1,2,19,03810,36,
0,178600,54,2,1,2,19,03810,36,
0,178600,11,2,1,2,7,03810,36,
20,129000,24,4,1,1,21,03810,36,
30,129000,25,4,1,1,21,03810,36,
0,137000,43,4,1,1,19,03810,36,
0,137000,41,4,1,2,22,03810,36,
25,52000,21,4,1,1,19,03810,36,
5,52000,21,4,2,1,18,03810,36,
15,72000,29,4,1,2,21,03810,36,
50,93000,34,4,2,1,23,03810,36,
15,150000,26,4,1,1,21,03810,36,
15,75000,34,4,1,2,22,03810,36,
0,10900,66,4,1,1,18,03810,36,
0,430200,34,4,1,2,22,03810,36,
0,430200,37,4,1,1,23,03810,36,
30,122200,64,4,2,1,23,03810,36,
0,769000,41,4,2,1,23,03810,36,
0,769000,41,4,2,2,22,03810,36,
0,275000,26,4,1,2,21,03810,36,
20,275000,31,4,1,1,22,03810,36,
0,150000,28,4,2,1,22,03810,36,
0,150000,31,4,2,2,21,03810,36,
0,784000,42,4,2,1,22,03810,36,
0,784000,34,4,2,2,22,03810,36,
0,1634000,42,3,1,1,21,03810,36,
0,1634000,40,3,1,2,22,03810,36,
0,1634000,8,3,1,1,5,03810,36,
0,1634000,4,3,1,2,2,03810,36,
0,1634000,26,3,2,2,16,03810,36,
0,11000,37,4,1,1,21,03810,36,
0,204000,73,4,1,1,22,03810,36,
20,204000,73,4,1,2,21,03810,36,
5,111000,28,4,1,1,21,03810,36,
0,111000,27,4,2,1,21,03810,36,
5,111000,25,4,2,1,21,03810,36,
0,80000,29,4,1,2,21,03810,36,
0,300000,57,4,2,2,21,03810,36,
0,179700,81,4,1,2,21,03810,36,
0,179700,10,4,2,2,1,03810,36,
45,252000,36,4,1,2,22,03810,36,
35,252000,37,4,1,1,21,03810,36,
20,157000,27,4,1,1,21,03810,36,
138,157000,26,4,1,2,21,03810,36,
15,157000,26,4,1,1,23,03810,36,
30,101500,60,4,1,1,22,03810,36,
0,101500,70,4,1,2,22,03810,36,
0,380000,31,4,1,2,21,03810,36,
20,380000,39,4,2,1,22,03810,36,
0,81140,21,4,1,2,19,03810,36,
0,81140,21,4,1,2,19,03810,36,
0,81140,20,4,1,2,16,03810,36,
0,81140,20,4,1,2,19,03810,36,
15,440000,23,4,1,2,21,03810,36,
15,440000,23,4,1,2,21,03810,36,
15,440000,22,4,2,2,21,03810,36,
15,440000,21,4,1,2,21,03810,36,
0,3200,43,4,1,1,1,03810,36,
0,15600,84,4,2,2,21,03810,36,
0,177900,71,4,1,1,19,03810,36,
0,177900,71,4,1,2,22,03810,36,
35,779400,61,2,1,1,21,03810,36,
0,779400,50,2,1,2,21,03810,36,
0,779400,10,2,1,2,7,03810,36,
0,243500,33,4,2,1,22,03810,36,
0,243500,34,4,1,2,22,03810,36,
30,75000,78,4,1,2,21,03810,36,
0,20000,22,4,1,1,19,03810,36,
0,149000,36,4,2,1,23,03810,36,
25,235800,58,4,1,1,24,03810,36,
0,235800,53,4,1,2,22,03810,36,
0,240000,26,4,1,2,23,03810,36,
27,240000,26,4,1,1,21,03810,36,
0,54000,77,4,1,2,16,03810,36,
0,54000,67,4,1,2,21,03810,36,
0,271000,26,4,1,2,21,03810,36,
0,271000,25,4,1,2,21,03810,36,
15,275000,40,4,1,2,22,03810,36,
10,81400,30,4,1,2,20,03810,36,
45,81400,31,4,1,1,19,03810,36,
30,380000,32,1,1,2,21,03810,36,
10,380000,40,1,1,1,21,03810,36,
0,380000,0,1,1,1,0,03810,36,
0,20010,74,4,1,1,21,03810,36,
2,114000,42,4,2,1,21,03810,36,
40,159000,31,4,1,2,24,03810,36,
0,159000,31,4,2,1,24,03810,36,
0,100000,31,4,1,2,21,03810,36,
0,161000,46,4,1,1,21,03810,36,
45,161000,40,4,1,2,23,03810,36,
10,634000,27,4,2,1,21,03810,36,
0,138400,71,4,1,2,21,03810,36,
0,138400,51,4,1,1,19,03810,36,
0,188000,66,4,1,1,21,03810,36,
15,26500,41,2,2,2,12,03810,36,
0,26500,48,2,2,1,12,03810,36,
20,26500,20,2,2,2,18,03810,36,
0,26500,8,2,1,1,4,03810,36,
50,341000,53,2,1,2,21,03810,36,
20,341000,53,2,1,1,21,03810,36,
0,341000,17,2,1,1,14,03810,36,
0,341000,13,2,1,1,10,03810,36,
0,235000,40,1,1,1,22,03810,36,
0,235000,37,1,1,2,22,03810,36,
0,235000,2,1,1,1,0,03810,36,
10,120020,41,4,2,2,24,03810,36,
0,29620,79,4,1,2,21,03810,36,
0,394000,29,4,1,1,21,03810,36,
20,125000,30,4,1,2,21,03810,36,
60,50000,29,4,1,2,22,03810,36,
0,861000,28,4,1,2,22,03810,36,
0,861000,36,4,1,1,22,03810,36,
0,691000,38,1,1,1,22,03810,36,
0,691000,34,1,1,2,21,03810,36,
0,691000,4,1,1,1,1,03810,36,
0,691000,2,1,1,1,0,03810,36,
0,70000,36,4,1,2,21,03810,36,
35,165000,39,4,1,1,21,03810,36,
0,495200,69,4,1,2,21,03810,36,
0,495200,70,4,1,1,23,03810,36,
20,170000,36,1,2,1,21,03810,36,
0,170000,35,1,2,2,22,03810,36,
0,170000,5,1,1,1,3,03810,36,
25,193000,27,4,1,2,23,03810,36,
0,193000,28,4,1,2,21,03810,36,
0,27000,28,4,2,2,21,03810,36,
0,0,42,4,1,1,19,03810,36